id_venda,id_cliente,id_produto,id_loja,data_venda,quantidade,valor_unitario,valor_total
531,489,2,4,2023-12-16,2,123.78,247.56
532,393,13,7,2023-08-09,4,128.28,513.12
533,304,11,10,2022-08-28,4,694.98,2779.92
534,264,2,5,2022-02-14,3,123.78,371.34
535,285,3,10,2023-04-30,4,861.34,3445.36
536,123,8,1,2023-01-31,2,306.47,612.94
537,215,8,2,2023-05-23,1,306.47,306.47
538,255,4,3,2022-05-10,5,708.47,3542.35
539,334,3,10,2023-08-28,3,861.34,2584.02
540,149,15,2,2022-04-13,4,1967.16,7868.64
541,299,11,3,2022-04-13,5,694.98,3474.9
542,471,17,4,2023-04-13,1,700.3,700.3
543,370,10,2,2022-05-28,4,137.9,551.6
544,32,11,3,2023-11-02,2,694.98,1389.96
545,179,8,2,2022-03-18,4,306.47,1225.88
546,38,3,5,2022-09-29,3,861.34,2584.02
547,129,19,2,2023-10-01,4,2437.82,9751.28
548,311,13,7,2023-10-28,1,128.28,128.28
549,439,7,9,2022-12-03,5,2681.93,13409.65
550,250,14,6,2023-01-25,3,636.57,1909.71
551,214,19,5,2023-10-04,4,2437.82,9751.28
552,477,13,7,2023-07-09,1,128.28,128.28
553,285,12,6,2023-09-25,1,1540.8,1540.8
554,162,11,6,2022-08-29,3,694.98,2084.94
555,273,14,1,2022-08-21,1,636.57,636.57
556,394,14,10,2023-03-21,1,636.57,636.57
557,161,7,4,2023-10-11,1,2681.93,2681.93
558,180,19,1,2023-03-31,2,2437.82,4875.64
559,341,20,2,2023-12-12,3,69.17,207.51
560,410,6,10,2022-01-30,1,2046.26,2046.26
561,45,4,3,2022-11-29,1,708.47,708.47
562,312,15,3,2022-10-28,3,1967.16,5901.48
563,110,5,10,2023-01-19,4,2222.59,8890.36
564,324,1,6,2022-05-30,2,1936.31,3872.62
565,373,15,2,2023-06-28,4,1967.16,7868.64
566,107,13,7,2023-08-03,2,128.28,256.56
567,154,2,2,2022-06-24,2,123.78,247.56
568,396,9,1,2022-03-22,5,1294.67,6473.35
569,1,2,8,2023-01-27,5,123.78,618.9
570,230,11,10,2023-12-01,2,694.98,1389.96
571,31,16,2,2023-05-25,5,1657.58,8287.9
572,340,19,6,2022-05-27,2,2437.82,4875.64
573,76,15,4,2023-04-18,3,1967.16,5901.48
574,125,12,1,2023-04-16,3,1540.8,4622.4
575,254,11,9,2023-11-14,1,694.98,694.98
576,285,13,2,2023-04-22,3,128.28,384.84
577,417,20,4,2023-11-25,5,69.17,345.85
578,222,6,3,2022-06-11,1,2046.26,2046.26
579,8,4,10,2023-03-29,3,708.47,2125.41
580,237,11,1,2023-08-25,3,694.98,2084.94
581,111,11,9,2023-10-17,4,694.98,2779.92
582,71,19,2,2023-12-08,3,2437.82,7313.46
583,318,9,7,2023-04-13,3,1294.67,3884.01
584,402,13,6,2022-07-23,4,128.28,513.12
585,78,9,2,2023-05-10,1,1294.67,1294.67
586,475,10,10,2022-08-31,4,137.9,551.6
587,92,8,2,2023-08-09,3,306.47,919.41
588,376,3,7,2023-08-12,3,861.34,2584.02
589,11,1,7,2023-12-18,3,1936.31,5808.93
590,339,15,10,2022-01-23,4,1967.16,7868.64
591,146,6,2,2022-10-09,1,2046.26,2046.26
592,119,10,8,2023-08-03,1,137.9,137.9
593,435,3,2,2023-09-13,4,861.34,3445.36
594,366,18,6,2022-10-21,2,1788.33,3576.66
595,51,15,10,2023-09-14,3,1967.16,5901.48
596,489,10,3,2022-08-13,2,137.9,275.8
597,354,13,1,2023-09-28,3,128.28,384.84
598,194,14,6,2023-11-26,2,636.57,1273.14
599,472,2,7,2023-10-06,1,123.78,123.78
600,70,19,7,2023-10-05,1,2437.82,2437.82
601,410,3,6,2022-11-13,4,861.34,3445.36
602,365,18,6,2022-02-04,5,1788.33,8941.65
603,326,4,10,2023-01-09,2,708.47,1416.94
604,70,7,5,2022-04-03,3,2681.93,8045.79
605,52,5,3,2022-12-01,4,2222.59,8890.36
606,317,7,4,2022-06-29,2,2681.93,5363.86
607,135,6,8,2022-05-16,5,2046.26,10231.3
608,74,5,5,2023-01-10,5,2222.59,11112.95
609,461,11,2,2023-05-29,3,694.98,2084.94
610,46,3,9,2022-06-18,3,861.34,2584.02
611,4,4,2,2023-05-09,3,708.47,2125.41
612,139,11,2,2022-12-13,1,694.98,694.98
613,160,16,8,2023-04-25,1,1657.58,1657.58
614,238,19,3,2022-05-25,2,2437.82,4875.64
615,18,18,3,2023-11-24,4,1788.33,7153.32
616,191,18,5,2023-07-25,3,1788.33,5364.99
617,428,11,8,2022-04-03,4,694.98,2779.92
618,151,14,7,2022-01-15,3,636.57,1909.71
619,129,12,9,2023-07-04,1,1540.8,1540.8
620,89,16,6,2023-04-11,3,1657.58,4972.74
621,191,4,4,2023-11-20,3,708.47,2125.41
622,260,12,8,2023-08-22,4,1540.8,6163.2
623,20,12,3,2023-10-16,3,1540.8,4622.4
624,125,14,10,2022-04-21,2,636.57,1273.14
625,372,10,8,2023-04-28,1,137.9,137.9
626,372,9,5,2023-09-27,5,1294.67,6473.35
627,140,13,3,2022-12-02,5,128.28,641.4
628,223,18,10,2022-08-15,1,1788.33,1788.33
629,282,16,2,2023-10-13,4,1657.58,6630.32
630,30,20,7,2023-12-19,3,69.17,207.51
631,6,6,7,2023-10-27,4,2046.26,8185.04
632,172,7,10,2022-04-30,2,2681.93,5363.86
633,423,17,6,2022-02-16,1,700.3,700.3
634,164,1,2,2022-11-08,4,1936.31,7745.24
635,452,13,4,2022-04-29,1,128.28,128.28
636,446,11,9,2022-08-29,5,694.98,3474.9
637,455,17,10,2022-05-19,4,700.3,2801.2
638,74,18,1,2023-04-10,3,1788.33,5364.99
639,331,19,10,2023-11-18,5,2437.82,12189.1
640,170,3,6,2023-03-06,5,861.34,4306.7
641,309,17,8,2022-06-08,4,700.3,2801.2
642,241,14,4,2023-11-02,1,636.57,636.57
643,345,2,9,2023-05-17,5,123.78,618.9
644,143,1,6,2023-02-22,3,1936.31,5808.93
645,218,17,10,2022-02-03,3,700.3,2100.9
646,327,5,2,2022-08-11,4,2222.59,8890.36
647,3,9,6,2023-04-01,2,1294.67,2589.34
648,46,3,8,2023-01-07,1,861.34,861.34
649,351,4,10,2023-12-04,3,708.47,2125.41
650,417,9,2,2023-07-12,3,1294.67,3884.01
651,354,7,9,2022-03-04,4,2681.93,10727.72
652,187,1,4,2022-10-10,2,1936.31,3872.62
653,361,18,5,2022-05-06,4,1788.33,7153.32
654,363,14,3,2022-04-04,2,636.57,1273.14
655,199,10,4,2023-10-20,5,137.9,689.5
656,16,17,8,2022-01-22,1,700.3,700.3
657,427,14,1,2022-12-08,2,636.57,1273.14
658,282,1,6,2022-05-09,5,1936.31,9681.55
659,270,17,1,2022-07-30,1,700.3,700.3
660,207,4,10,2023-07-22,2,708.47,1416.94
661,184,8,9,2023-08-24,2,306.47,612.94
662,300,16,9,2022-08-27,3,1657.58,4972.74
663,166,15,6,2022-06-01,5,1967.16,9835.8
664,226,7,6,2022-01-03,3,2681.93,8045.79
665,453,16,1,2022-05-29,2,1657.58,3315.16
666,192,8,2,2023-07-08,3,306.47,919.41
667,278,16,1,2022-06-28,1,1657.58,1657.58
668,156,12,10,2023-11-08,1,1540.8,1540.8
669,181,16,4,2022-05-15,1,1657.58,1657.58
670,489,13,5,2023-01-02,2,128.28,256.56
671,133,19,1,2023-08-26,3,2437.82,7313.46
672,56,7,4,2022-01-17,2,2681.93,5363.86
673,429,18,9,2022-09-29,1,1788.33,1788.33
674,323,18,10,2022-05-10,4,1788.33,7153.32
675,358,9,7,2023-06-23,1,1294.67,1294.67
676,416,9,2,2022-03-07,4,1294.67,5178.68
677,10,5,1,2023-04-05,3,2222.59,6667.77
678,265,15,5,2023-06-10,5,1967.16,9835.8
679,393,20,1,2022-04-22,4,69.17,276.68
680,335,2,2,2023-05-31,2,123.78,247.56
681,453,3,1,2023-09-22,1,861.34,861.34
682,456,14,5,2023-11-06,5,636.57,3182.85
683,395,19,9,2022-11-05,4,2437.82,9751.28
684,143,20,10,2023-10-21,1,69.17,69.17
685,304,1,2,2022-03-04,4,1936.31,7745.24
686,207,13,9,2023-02-16,4,128.28,513.12
687,158,8,9,2023-12-04,1,306.47,306.47
688,341,8,10,2023-05-18,4,306.47,1225.88
689,103,3,9,2022-03-17,1,861.34,861.34
690,53,17,3,2022-11-26,5,700.3,3501.5
691,23,14,7,2022-06-01,1,636.57,636.57
692,217,13,1,2022-05-10,3,128.28,384.84
693,422,7,6,2023-10-02,5,2681.93,13409.65
694,384,12,3,2023-07-16,3,1540.8,4622.4
695,266,11,4,2023-01-26,5,694.98,3474.9
696,413,16,10,2023-06-28,3,1657.58,4972.74
697,277,18,6,2023-04-10,5,1788.33,8941.65
698,336,17,6,2023-09-12,4,700.3,2801.2
699,444,12,8,2022-04-12,1,1540.8,1540.8
700,287,9,3,2023-11-02,5,1294.67,6473.35
701,402,16,3,2022-08-09,4,1657.58,6630.32
702,197,17,6,2023-04-08,2,700.3,1400.6
703,361,10,7,2023-02-28,3,137.9,413.7
704,470,12,2,2023-04-10,4,1540.8,6163.2
705,352,15,3,2023-03-02,1,1967.16,1967.16
706,440,6,7,2022-11-17,4,2046.26,8185.04
707,465,9,7,2022-11-17,3,1294.67,3884.01
708,370,5,10,2023-01-19,2,2222.59,4445.18
709,399,14,5,2023-12-05,4,636.57,2546.28
710,141,16,8,2022-03-10,1,1657.58,1657.58
711,376,12,7,2022-03-29,1,1540.8,1540.8
712,83,1,3,2023-03-19,1,1936.31,1936.31
713,422,5,4,2023-01-17,2,2222.59,4445.18
714,217,1,2,2023-07-24,1,1936.31,1936.31
715,406,3,5,2023-08-24,5,861.34,4306.7
716,97,19,2,2023-07-30,3,2437.82,7313.46
717,126,9,10,2023-11-18,1,1294.67,1294.67
718,464,9,10,2023-02-25,3,1294.67,3884.01
719,481,19,7,2023-11-13,4,2437.82,9751.28
720,272,3,4,2022-02-22,3,861.34,2584.02
721,84,20,8,2023-09-07,3,69.17,207.51
722,344,12,9,2022-12-27,1,1540.8,1540.8
723,365,19,1,2023-08-15,5,2437.82,12189.1
724,464,18,8,2022-08-06,2,1788.33,3576.66
725,347,15,1,2023-11-04,4,1967.16,7868.64
726,144,12,2,2022-08-18,1,1540.8,1540.8
727,98,1,8,2022-12-25,5,1936.31,9681.55
728,72,7,1,2023-01-12,1,2681.93,2681.93
729,224,11,6,2022-10-13,5,694.98,3474.9
730,238,18,4,2022-08-20,4,1788.33,7153.32
731,154,12,3,2023-07-29,5,1540.8,7704.0
732,294,4,9,2023-09-21,5,708.47,3542.35
733,20,20,3,2022-01-27,5,69.17,345.85
734,236,1,10,2023-11-05,3,1936.31,5808.93
735,480,20,3,2022-01-30,2,69.17,138.34
736,468,2,1,2022-10-07,3,123.78,371.34
737,332,1,8,2022-12-14,3,1936.31,5808.93
738,122,17,3,2022-01-07,2,700.3,1400.6
739,435,16,9,2022-05-27,5,1657.58,8287.9
740,119,2,6,2023-11-05,4,123.78,495.12
741,98,15,1,2022-03-13,2,1967.16,3934.32
742,110,20,10,2023-10-11,1,69.17,69.17
743,19,5,2,2022-04-04,5,2222.59,11112.95
744,203,18,4,2022-08-09,4,1788.33,7153.32
745,488,6,9,2023-03-06,4,2046.26,8185.04
746,175,3,3,2022-12-16,2,861.34,1722.68
747,7,20,9,2023-01-14,3,69.17,207.51
748,292,15,5,2022-11-29,5,1967.16,9835.8
749,479,15,3,2023-09-03,1,1967.16,1967.16
750,408,5,2,2022-02-23,2,2222.59,4445.18
751,430,19,3,2022-06-11,5,2437.82,12189.1
752,158,1,10,2022-02-20,1,1936.31,1936.31
753,195,20,5,2022-10-06,4,69.17,276.68
754,14,11,9,2023-11-09,4,694.98,2779.92
755,456,6,10,2023-05-13,5,2046.26,10231.3
756,373,11,10,2023-03-29,4,694.98,2779.92
757,1,19,3,2022-10-07,2,2437.82,4875.64
758,309,7,6,2023-06-09,1,2681.93,2681.93
759,259,14,3,2022-12-20,4,636.57,2546.28
760,206,12,5,2022-04-24,3,1540.8,4622.4
761,187,2,1,2023-11-26,5,123.78,618.9
762,130,7,5,2023-05-14,5,2681.93,13409.65
763,297,2,5,2023-11-15,3,123.78,371.34
764,66,18,7,2022-02-16,2,1788.33,3576.66
765,357,10,9,2023-02-09,5,137.9,689.5
766,297,5,7,2022-02-26,1,2222.59,2222.59
767,438,10,9,2022-07-29,3,137.9,413.7
768,444,4,5,2022-08-05,2,708.47,1416.94
769,315,14,1,2022-09-19,3,636.57,1909.71
770,207,14,10,2022-12-02,1,636.57,636.57
771,311,16,10,2022-01-08,4,1657.58,6630.32
772,387,17,10,2023-03-17,2,700.3,1400.6
773,430,8,7,2022-05-13,4,306.47,1225.88
774,275,10,10,2023-06-30,2,137.9,275.8
775,122,4,5,2023-05-28,5,708.47,3542.35
776,358,2,5,2023-11-16,3,123.78,371.34
777,325,15,1,2022-03-15,4,1967.16,7868.64
778,19,19,5,2022-02-13,4,2437.82,9751.28
779,14,3,1,2022-01-20,4,861.34,3445.36
780,186,4,8,2022-03-21,3,708.47,2125.41
781,273,8,7,2023-08-13,4,306.47,1225.88
782,104,4,3,2023-08-11,4,708.47,2833.88
783,149,7,7,2023-12-28,4,2681.93,10727.72
784,131,4,2,2022-10-24,1,708.47,708.47
785,221,7,8,2023-02-19,1,2681.93,2681.93
786,257,5,2,2022-11-29,2,2222.59,4445.18
787,379,1,4,2023-09-25,4,1936.31,7745.24
788,251,3,4,2023-12-08,3,861.34,2584.02
789,476,15,1,2022-04-01,4,1967.16,7868.64
790,448,7,10,2022-04-19,2,2681.93,5363.86
791,474,3,10,2023-03-23,5,861.34,4306.7
792,157,5,8,2023-02-15,5,2222.59,11112.95
793,339,19,9,2022-03-22,4,2437.82,9751.28
794,134,11,6,2022-11-14,3,694.98,2084.94
795,64,2,1,2022-08-15,3,123.78,371.34
796,374,2,8,2022-06-22,1,123.78,123.78
797,44,1,4,2023-06-07,1,1936.31,1936.31
798,246,13,4,2023-06-28,5,128.28,641.4
799,313,2,3,2022-07-18,3,123.78,371.34
800,29,19,3,2022-12-26,2,2437.82,4875.64
801,134,4,8,2022-08-30,1,708.47,708.47
802,211,17,1,2022-05-30,3,700.3,2100.9
803,7,4,10,2022-07-22,2,708.47,1416.94
804,167,13,7,2023-09-09,2,128.28,256.56
805,411,10,7,2023-11-03,1,137.9,137.9
806,149,12,6,2022-07-01,4,1540.8,6163.2
807,36,15,8,2023-04-21,5,1967.16,9835.8
808,167,1,1,2023-08-17,4,1936.31,7745.24
809,203,12,8,2023-11-29,5,1540.8,7704.0
810,377,9,1,2023-10-21,5,1294.67,6473.35
811,482,14,7,2022-11-27,3,636.57,1909.71
812,116,5,3,2022-06-04,4,2222.59,8890.36
813,269,1,10,2022-03-11,4,1936.31,7745.24
814,142,19,3,2023-03-29,3,2437.82,7313.46
815,165,17,9,2022-10-09,5,700.3,3501.5
816,293,17,7,2022-02-27,3,700.3,2100.9
817,326,13,5,2023-06-04,1,128.28,128.28
818,293,13,4,2022-11-14,4,128.28,513.12
819,44,7,8,2023-04-08,1,2681.93,2681.93
820,117,9,1,2022-02-28,3,1294.67,3884.01
821,194,14,7,2022-10-21,1,636.57,636.57
822,455,5,8,2023-10-23,1,2222.59,2222.59
823,336,14,2,2023-09-22,5,636.57,3182.85
824,220,11,1,2023-06-04,4,694.98,2779.92
825,418,18,6,2023-04-19,5,1788.33,8941.65
826,106,4,7,2023-07-22,1,708.47,708.47
827,373,5,3,2023-04-06,5,2222.59,11112.95
828,161,15,9,2023-10-30,2,1967.16,3934.32
829,360,17,3,2022-11-26,5,700.3,3501.5
830,163,17,4,2023-05-03,5,700.3,3501.5
831,484,9,8,2022-06-04,1,1294.67,1294.67
832,463,5,2,2023-04-07,1,2222.59,2222.59
833,372,8,9,2022-12-18,1,306.47,306.47
834,293,6,5,2023-06-01,2,2046.26,4092.52
835,140,19,5,2022-02-10,2,2437.82,4875.64
836,232,9,1,2023-12-26,4,1294.67,5178.68
837,176,17,2,2023-03-26,5,700.3,3501.5
838,417,6,8,2023-06-20,5,2046.26,10231.3
839,478,18,10,2022-06-12,3,1788.33,5364.99
840,151,1,7,2023-01-17,3,1936.31,5808.93
841,59,8,8,2023-02-01,4,306.47,1225.88
842,25,12,2,2022-12-13,5,1540.8,7704.0
843,276,15,6,2022-02-23,3,1967.16,5901.48
844,111,7,3,2022-03-09,3,2681.93,8045.79
845,283,16,1,2022-04-07,5,1657.58,8287.9
846,1,2,2,2023-11-26,4,123.78,495.12
847,283,16,10,2022-10-18,3,1657.58,4972.74
848,441,6,4,2023-11-04,5,2046.26,10231.3
849,208,16,2,2022-06-03,3,1657.58,4972.74
850,164,18,2,2022-03-25,5,1788.33,8941.65
851,76,17,4,2023-11-11,2,700.3,1400.6
852,464,10,4,2022-12-25,3,137.9,413.7
853,246,10,6,2023-11-03,4,137.9,551.6
854,190,13,8,2022-05-13,5,128.28,641.4
855,169,6,3,2023-12-27,1,2046.26,2046.26
856,338,9,2,2022-11-14,5,1294.67,6473.35
857,357,3,4,2023-01-21,3,861.34,2584.02
858,214,2,4,2022-05-11,5,123.78,618.9
859,473,16,4,2022-04-06,4,1657.58,6630.32
860,276,1,5,2023-06-05,3,1936.31,5808.93
861,9,18,2,2022-01-19,3,1788.33,5364.99
862,229,20,8,2022-11-13,2,69.17,138.34
863,482,11,1,2022-08-08,3,694.98,2084.94
864,221,10,7,2023-05-13,2,137.9,275.8
865,100,11,7,2022-08-20,2,694.98,1389.96
866,115,11,2,2022-06-08,1,694.98,694.98
867,351,8,4,2022-10-30,1,306.47,306.47
868,138,6,3,2023-06-04,5,2046.26,10231.3
869,4,8,6,2023-06-24,1,306.47,306.47
870,92,19,10,2023-11-09,3,2437.82,7313.46
871,408,18,9,2023-09-25,2,1788.33,3576.66
872,104,15,9,2023-09-04,4,1967.16,7868.64
873,94,16,4,2022-06-07,2,1657.58,3315.16
874,309,13,1,2022-07-05,5,128.28,641.4
875,371,12,3,2022-06-19,4,1540.8,6163.2
876,192,8,4,2022-02-14,4,306.47,1225.88
877,421,11,8,2023-01-09,2,694.98,1389.96
878,426,17,10,2023-03-31,5,700.3,3501.5
879,153,18,8,2022-10-19,4,1788.33,7153.32
880,137,2,3,2022-08-28,5,123.78,618.9
881,338,3,5,2022-09-02,3,861.34,2584.02
882,146,3,7,2023-04-26,2,861.34,1722.68
883,174,16,10,2023-01-12,5,1657.58,8287.9
884,54,9,8,2023-03-28,4,1294.67,5178.68
885,217,11,2,2022-10-16,4,694.98,2779.92
886,340,12,2,2023-05-30,5,1540.8,7704.0
887,333,4,1,2023-03-05,2,708.47,1416.94
888,60,11,5,2022-07-24,5,694.98,3474.9
889,64,8,4,2022-05-22,3,306.47,919.41
890,155,12,9,2022-02-23,4,1540.8,6163.2
891,34,16,1,2023-01-16,5,1657.58,8287.9
892,126,10,8,2022-04-16,5,137.9,689.5
893,53,8,4,2022-05-08,3,306.47,919.41
894,453,18,4,2022-03-27,2,1788.33,3576.66
895,206,10,6,2022-10-07,4,137.9,551.6
896,309,16,5,2023-06-10,2,1657.58,3315.16
897,334,8,2,2023-03-24,1,306.47,306.47
898,307,10,3,2022-08-16,4,137.9,551.6
899,156,1,1,2022-12-24,1,1936.31,1936.31
900,147,16,8,2023-03-01,1,1657.58,1657.58
901,486,7,4,2023-02-10,5,2681.93,13409.65
902,471,12,4,2023-01-18,2,1540.8,3081.6
903,454,16,9,2023-01-31,1,1657.58,1657.58
904,3,1,10,2023-01-19,2,1936.31,3872.62
905,8,6,5,2022-01-29,3,2046.26,6138.78
906,135,9,8,2022-04-12,3,1294.67,3884.01
907,498,8,5,2022-05-30,2,306.47,612.94
908,241,7,9,2022-02-09,3,2681.93,8045.79
909,159,7,6,2023-04-29,2,2681.93,5363.86
910,224,2,4,2023-12-24,4,123.78,495.12
911,26,19,10,2023-04-05,5,2437.82,12189.1
912,482,10,6,2022-01-06,1,137.9,137.9
913,152,6,3,2022-01-20,3,2046.26,6138.78
914,57,17,10,2022-08-09,2,700.3,1400.6
915,354,10,3,2023-07-16,5,137.9,689.5
916,338,7,9,2023-06-25,4,2681.93,10727.72
917,65,9,1,2022-04-24,3,1294.67,3884.01
918,42,2,5,2022-09-01,3,123.78,371.34
919,300,16,8,2022-05-05,1,1657.58,1657.58
920,477,19,7,2022-09-02,4,2437.82,9751.28
921,409,18,9,2023-10-17,5,1788.33,8941.65
922,299,11,9,2023-04-14,1,694.98,694.98
923,225,16,8,2022-04-24,4,1657.58,6630.32
924,339,6,6,2023-09-04,5,2046.26,10231.3
925,218,3,1,2022-01-17,5,861.34,4306.7
926,177,12,6,2023-08-12,2,1540.8,3081.6
927,182,13,3,2022-05-28,3,128.28,384.84
928,194,15,9,2023-03-16,1,1967.16,1967.16
929,204,15,9,2023-09-22,3,1967.16,5901.48
930,312,18,2,2022-09-04,5,1788.33,8941.65
931,82,5,3,2023-03-03,2,2222.59,4445.18
932,72,10,3,2023-11-12,1,137.9,137.9
933,336,3,3,2023-06-21,3,861.34,2584.02
934,164,13,6,2022-03-11,5,128.28,641.4
935,487,8,10,2023-07-12,5,306.47,1532.35
936,353,17,10,2023-06-04,5,700.3,3501.5
937,468,7,10,2022-01-21,4,2681.93,10727.72
938,125,18,8,2023-04-27,1,1788.33,1788.33
939,65,20,2,2023-10-13,4,69.17,276.68
940,146,5,4,2023-01-18,3,2222.59,6667.77
941,65,6,7,2022-01-17,3,2046.26,6138.78
942,422,5,5,2022-03-11,3,2222.59,6667.77
943,325,18,7,2022-09-04,1,1788.33,1788.33
944,229,19,9,2023-08-19,3,2437.82,7313.46
945,242,13,1,2022-05-17,1,128.28,128.28
946,366,7,10,2022-12-27,5,2681.93,13409.65
947,357,19,10,2022-12-13,2,2437.82,4875.64
948,438,5,1,2023-12-03,4,2222.59,8890.36
949,45,11,4,2023-12-14,4,694.98,2779.92
950,293,4,3,2023-10-09,2,708.47,1416.94
951,488,11,7,2022-05-19,1,694.98,694.98
952,270,10,9,2023-04-14,1,137.9,137.9
953,159,2,5,2022-10-28,2,123.78,247.56
954,336,13,9,2022-02-14,2,128.28,256.56
955,322,2,7,2022-02-12,3,123.78,371.34
956,309,13,6,2022-11-14,5,128.28,641.4
957,84,10,6,2023-02-12,5,137.9,689.5
958,438,19,7,2023-04-30,3,2437.82,7313.46
959,411,16,2,2022-02-07,2,1657.58,3315.16
960,234,19,3,2022-10-20,3,2437.82,7313.46
961,287,3,8,2022-02-18,3,861.34,2584.02
962,231,18,8,2022-10-07,1,1788.33,1788.33
963,469,18,4,2023-01-12,4,1788.33,7153.32
964,349,20,3,2023-02-14,4,69.17,276.68
965,268,15,7,2023-01-31,3,1967.16,5901.48
966,386,9,3,2022-07-11,4,1294.67,5178.68
967,340,3,9,2023-12-10,4,861.34,3445.36
968,64,17,10,2023-01-12,5,700.3,3501.5
969,386,16,8,2022-10-01,1,1657.58,1657.58
970,162,20,10,2023-03-11,1,69.17,69.17
971,166,10,5,2023-03-17,5,137.9,689.5
972,481,16,1,2022-07-04,5,1657.58,8287.9
973,248,12,9,2022-10-28,3,1540.8,4622.4
974,200,10,6,2022-04-16,1,137.9,137.9
975,111,16,4,2022-12-02,3,1657.58,4972.74
976,401,20,6,2022-11-10,4,69.17,276.68
977,323,8,4,2023-09-10,4,306.47,1225.88
978,129,1,2,2022-06-20,4,1936.31,7745.24
979,113,17,8,2022-12-26,4,700.3,2801.2
980,308,10,8,2022-02-13,3,137.9,413.7
981,297,19,1,2023-09-22,4,2437.82,9751.28
982,300,11,1,2022-10-09,1,694.98,694.98
983,186,4,6,2022-03-18,4,708.47,2833.88
984,403,8,6,2023-01-08,5,306.47,1532.35
985,82,14,6,2023-11-27,2,636.57,1273.14
986,24,8,4,2022-02-01,2,306.47,612.94
987,498,14,1,2023-09-15,4,636.57,2546.28
988,144,10,8,2022-02-05,2,137.9,275.8
989,352,11,4,2022-03-10,2,694.98,1389.96
990,363,20,2,2023-10-23,3,69.17,207.51
991,455,5,8,2023-01-06,4,2222.59,8890.36
992,360,10,8,2023-08-04,1,137.9,137.9
993,35,8,7,2023-09-12,2,306.47,612.94
994,407,4,9,2023-11-27,4,708.47,2833.88
995,136,20,3,2023-01-15,3,69.17,207.51
996,367,20,4,2023-03-31,1,69.17,69.17
997,495,2,2,2023-08-11,2,123.78,247.56
998,184,13,6,2023-06-27,3,128.28,384.84
999,100,4,1,2023-02-12,3,708.47,2125.41
1000,39,4,4,2023-10-28,3,708.47,2125.41
1001,298,3,7,2022-09-13,1,861.34,861.34
1002,250,6,2,2022-01-27,2,2046.26,4092.52
1003,191,8,2,2023-05-27,5,306.47,1532.35
1004,20,18,10,2023-02-01,5,1788.33,8941.65
1005,240,7,2,2022-05-01,3,2681.93,8045.79
1006,115,18,5,2022-09-24,4,1788.33,7153.32
1007,355,11,1,2022-08-08,5,694.98,3474.9
1008,71,4,4,2022-10-20,4,708.47,2833.88
1009,314,1,9,2022-07-24,1,1936.31,1936.31
1010,189,9,10,2022-05-19,1,1294.67,1294.67
1011,235,20,7,2023-04-08,2,69.17,138.34
1012,330,4,2,2024-01-01,4,708.47,2833.88
1013,420,17,6,2022-03-31,3,700.3,2100.9
1014,175,15,10,2023-11-15,3,1967.16,5901.48
1015,309,18,1,2023-12-28,1,1788.33,1788.33
1016,197,12,8,2023-07-18,5,1540.8,7704.0
1017,463,11,6,2022-10-25,3,694.98,2084.94
1018,194,7,9,2022-06-11,2,2681.93,5363.86
1019,14,20,4,2023-01-06,5,69.17,345.85
1020,34,12,1,2022-08-18,1,1540.8,1540.8
1021,147,4,3,2022-07-25,2,708.47,1416.94
1022,433,8,5,2022-08-31,4,306.47,1225.88
1023,119,3,6,2022-01-27,3,861.34,2584.02
1024,114,8,6,2023-07-22,5,306.47,1532.35
1025,109,13,8,2023-01-13,4,128.28,513.12
1026,103,6,9,2023-07-19,2,2046.26,4092.52
1027,152,4,2,2023-09-19,1,708.47,708.47
1028,423,6,3,2022-03-09,3,2046.26,6138.78
1029,336,15,8,2023-02-12,4,1967.16,7868.64
1030,422,9,9,2023-06-23,4,1294.67,5178.68
1031,441,14,2,2023-02-24,5,636.57,3182.85
1032,102,15,6,2022-03-17,2,1967.16,3934.32
1033,180,8,9,2022-11-21,1,306.47,306.47
1034,144,18,9,2023-04-06,4,1788.33,7153.32
1035,137,20,5,2023-11-28,5,69.17,345.85
1036,214,6,3,2022-12-19,2,2046.26,4092.52
1037,101,15,1,2023-07-19,5,1967.16,9835.8
1038,233,14,10,2022-07-06,2,636.57,1273.14
1039,145,12,5,2023-03-20,5,1540.8,7704.0
1040,286,17,2,2022-02-26,1,700.3,700.3
1041,249,18,9,2023-06-15,2,1788.33,3576.66
1042,309,1,10,2022-11-08,2,1936.31,3872.62
1043,166,18,10,2022-06-15,3,1788.33,5364.99
1044,463,15,2,2023-12-28,2,1967.16,3934.32
1045,493,1,6,2022-12-21,5,1936.31,9681.55
1046,212,15,5,2022-10-18,1,1967.16,1967.16
1047,341,5,2,2022-09-14,2,2222.59,4445.18
1048,402,4,6,2023-10-13,5,708.47,3542.35
1049,311,7,2,2022-10-09,2,2681.93,5363.86
1050,132,17,7,2023-10-03,3,700.3,2100.9
1051,298,20,2,2023-09-22,5,69.17,345.85
1052,256,11,5,2022-04-06,5,694.98,3474.9
1053,274,3,9,2023-10-19,2,861.34,1722.68
1054,267,18,2,2023-08-30,5,1788.33,8941.65
1055,369,17,1,2022-06-07,2,700.3,1400.6
1056,357,15,6,2023-11-06,5,1967.16,9835.8
1057,100,7,6,2023-09-12,3,2681.93,8045.79
1058,347,9,1,2023-08-01,1,1294.67,1294.67
1059,206,19,10,2022-01-30,1,2437.82,2437.82
